語句,読み,意味,語源等解説,関連語,関連分野,難易度
type,タ́イプ,型・種類,"ギリシャ語 ""typos""(印)。派生: typical(ティ́ピカル): 典型的な / typewriter(タ́イプライター): タイプライター","kind(カ́インド): 種類, sort(ソ́ート): 種類",自然・環境,intermediate
umbrella,アンブレ́ラ,傘,"イタリア語 ""ombrella""(日陰)。派生: beach umbrella(ビーチアンブレラ): パラソル","parasol(パ́ラソル): 日傘, canopy(キャ́ノピ): 天蓋",人・社会,intermediate
uncle,ア́ンクル,おじ,"ラテン語 ""avunculus""(母方のおじ)。派生: great uncle(グレイトアンクル): 大叔父","aunt(ア́ーント): おば, nephew(ネ́フュー): 甥",人・社会,intermediate
under,ア́ンダー,〜の下に,"古英語 ""under""。派生: underneath(アンダーニ́ース): 下に / under way(アンダーウェイ): 進行中の","below(ビロ́ウ): 下方に, beneath(ビニ́ース): 下に",場所・移動,intermediate
understand,アンダースタ́ンド,理解する,"古英語 ""understandan""(間に立つ)。派生: understanding(アンダースタンディング): 理解 / understandable(アンダースタンダブル): 理解できる","comprehend(コンプリヘ́ンド): 理解する, grasp(グラ́スプ): つかむ",学校・学習,intermediate
unfair,アンフェ́ア,不公平な,un(否定)+fair。派生: unfairly(アンフェアリ): 不公平に / unfairness(アンフェアネス): 不公平,"unjust(アンジャ́スト): 不正な, biased(バ́イアスト): 偏った",人・社会,intermediate
unfortunately,Unfortunately,不幸にも,,,人・社会,intermediate
unicycle,ユ́ナイサイクル,一輪車,一つの車輪のみで走る乗り物。例: ride a unicycle(一輪車に乗る)。,"bicycle(バ́イサイクル): 自転車, wheel(ウィール): 車輪",場所・移動,intermediate
uniform,ユ́ーニフォーム,制服・均一な,"ラテン語 ""uniformis""(一つの形)。派生: uniformity(ユーニフォ́ーミティ): 均一性 / uniformly(ユーニフォームリ): 均一に","consistent(コンシ́ステント): 一貫した, standard(スタ́ンダード): 標準の",日常生活,intermediate
unique,ユニ́ーク,唯一の・独特な,"ラテン語 ""unicus""(唯一の)。派生: uniquely(ユニークリ): 独特に / uniqueness(ユニークネス): 独自性","distinctive(ディスティ́ンクティヴ): 独特な, singular(シ́ングギュラー): 唯一の",人・社会,intermediate
university,ユーニヴァ́ースィティ,大学,"ラテン語 ""universitas""(全体)。派生: university student(ユーニヴァースィティスチューデント): 大学生","college(コ́リッジ): 大学, academy(アカ́デミ): 学院",学校・学習,intermediate
until,アンティ́ル,〜まで,"古ノルド語 ""und""(まで)+till。派生: not until(ノットアンティル): 〜して初めて","till(ティ́ル): 〜まで, up to(アップトゥー): 〜まで",言語基本,intermediate
up,Up,上へ,,,場所・移動,intermediate
us,ア́ス,私たちを・私たちに,weの目的格。派生: with us(ウィズアス): 私たちと一緒に,"we(ウィー): 私たちは, our(アワー): 私たちの, ourselves(アワセルヴズ): 私たち自身",言語基本,beginner
use,ユ́ーズ,使う,"ラテン語 ""uti""(使う)。派生: useful(ユ́ースフル): 役立つ / user(ユ́ーザー): 使用者","utilize(ユーティライズ): 利用する, employ(エムプロイ): 用いる",人・社会,beginner
used,ユースト,使われた・中古の,use の過去分詞。例: used car(中古車) / be used to ~ (〜に慣れている)。,"second-hand(セカンダ́ンド): 中古, accustomed(アカ́スタムド): 慣れた",場所・移動,intermediate
useful,ユ́ースフル,役に立つ,use+ful。派生: usefully(ユースフリ): 役立つように / usefulness(ユースフルネス): 有用性,"helpful(ヘ́ルプフル): 役立つ, beneficial(ベニフィ́シャル): 有益な",人・社会,intermediate
usually,ユ́ージュアリ,たいてい・普通は,usual(ユージュアル: 普通の)の副詞形。派生: usual(ユージュアル): いつもの,"often(オフン): しばしば, always(オールウェイズ): いつも, sometimes(サムタイムズ): 時々",日常生活,beginner
vacation,ヴェイケ́イション,休暇,"ラテン語 ""vacatio""(免除)。派生: on vacation(オンヴェイケイション): 休暇中 / summer vacation(サマーヴェイケイション): 夏休み","holiday(ホ́リデイ): 休日, break(ブレ́イク): 休憩",運動・娯楽,intermediate
variety,ヴァラ́イエティ,多様性・種類,"ラテン語 ""varietas""(変化)。派生: a variety of(アヴァライエティオブ): さまざまな","diversity(ダイヴァ́ースィティ): 多様性, assortment(アソ́ートメント): 詰め合わせ",自然・環境,intermediate
various,ヴェ́アリアス,さまざまな・いろいろな,"ラテン語 ""varius""(変化する)。派生: variously(ヴェアリアスリ): さまざまに","different(ディ́ファレント): 異なる, diverse(ダイヴァ́ース): 多様な",人・社会,intermediate
vegetable,ヴェ́ジタブル,野菜,"ラテン語 ""vegetabilis""(生気のある)。派生: vegetarian(ヴェジテ́アリアン): 菜食主義者","plant(プラ́ント): 植物, produce(プロ́デュース): 農産物",食・健康,intermediate
very,Very,とても,,,言語基本,intermediate
vet,ヴェット,獣医,動物を診察する医師。例: take a pet to the vet(ペットを獣医に連れて行く)。,"veterinarian(ヴェタリネ́アリアン): 獣医, doctor(ドクター): 医師",食・健康,intermediate
video,ヴィ́ディオ,映像,動く画像の記録/再生。例: watch a video(動画を見る)。,"clip(クリップ): 短い動画, film(フィルム): 映画",人・社会,intermediate
view,ヴュー́,見解・眺め,"古フランス語 ""veue""(見ること)。派生: viewer(ヴュ́ーアー): 見る人 / in view of(インヴューオブ): 〜を考慮して","opinion(オピ́ニアン): 意見, sight(サ́イト): 視界",自然・環境,intermediate
village,ヴィ́リッジ,村,"ラテン語 ""villaticus""(別荘の)。派生: villager(ヴィ́リジャー): 村人","town(タ́ウン): 町, hamlet(ハ́ムレット): 小村",人・社会,intermediate
violin,ヴァイアリ́ン,バイオリン,"イタリア語 ""violino""(小さなヴィオラ)。派生: violinist(ヴァイアリ́ニスト): バイオリン奏者","fiddle(フィ́ドゥル): バイオリン, string instrument(ストリングインストルメント): 弦楽器",運動・娯楽,intermediate
visit,ヴィ́ジット,訪問する,"ラテン語 ""visitare""(見に行く)。派生: visitor(ヴィ́ジター): 訪問者 / pay a visit(ペイアヴィジット): 訪問する","call on(コールオン): 訪ねる, drop by(ドロップバイ): 立ち寄る",人・社会,intermediate
visitor,Visitor,visitする人,,,人・社会,intermediate
voice,ヴォ́イス,声,"ラテン語 ""vox""(声)。派生: voiceless(ヴォイスレス): 声のない / raise one's voice(レイズワンズヴォイス): 声を上げる","sound(サ́ウンド): 音, tone(トー́ン): 音調",人・社会,intermediate
volleyball,ヴォ́リボール,バレーボール,ネット越しにボールを打ち合う球技。例: play volleyball(バレーをする)。,"sport(スポ́ート): スポーツ, net(ネ́ット): 網",運動・娯楽,intermediate
volunteer,ヴォランティ́ア,志願者・ボランティア,"フランス語 ""volontaire""(自発的な)。派生: volunteer work(ヴォランティアワーク): ボランティア活動","helper(ヘ́ルパー): 援助者, charity worker(チャリティワーカー): 慈善活動家",人・社会,intermediate
wait,Wait,待つ,,,人・社会,intermediate
wake,ウェ́イク,目覚める・起こす,"古英語 ""wacan""(目覚める)。派生: awake(アウェ́イク): 目覚めている / wake up(ウェイクアップ): 起きる","sleep(スリープ): 眠る, rise(ライズ): 起きる",食・健康,beginner
walk,ウォ́ーク,歩く,"古英語 ""wealcan""(転がる)。派生: walker(ウォーカー): 歩行者 / walking(ウォーキング): 歩行","run(ラン): 走る, move(ムーヴ): 動く, step(ステップ): 歩む",場所・移動,beginner
wall,ウォール,壁,空間を仕切る垂直構造。例: brick wall(れんが壁)。,"barrier(バ́リアー): 障壁, side(サ́イド): 側面",日常生活,beginner
want,ワ́ント,欲しい・望む,"古ノルド語 ""vanta""(欠く)。派生: unwanted(アンワ́ンティド): 不要な","wish(ウィッシュ): 願う, desire(ディザイア): 望む, need(ニード): 必要とする",人・社会,beginner
war,ウォー,戦争,国家・集団間の組織的戦闘。例: civil war(内戦)。,"conflict(コ́ンフリクト): 争い, battle(バ́トル): 戦闘",人・社会,intermediate
warm,Warm,暖かい,,,人・社会,intermediate
wash,ウォッシュ,洗う,水や洗剤で汚れを落とす。例: wash hands(手を洗う)。,"clean(クリーン): きれいにする, rinse(リンス): すすぐ",日常生活,beginner
waste,Waste,無駄にする,,,人・社会,intermediate
watch,ワ́ッチ,見る・観察する,"古英語 ""wæccan""(見張る)。派生: watcher(ワ́ッチャー): 見る人 / watchful(ワ́ッチフル): 注意深い","look(ルック): 見る, see(シー): 見える, observe(オブザーヴ): 観察する",学校・学習,beginner
water,ウォ́ーター,水,"古英語 ""wæter""。派生: waterfall(ウォーターフォール): 滝 / watery(ウォーテリ): 水っぽい","drink(ドリンク): 飲み物, liquid(リキッド): 液体, river(リヴァー): 川",自然・環境,beginner
wave,ウェ́イヴ,波・振る,"古英語 ""wafian""(振る)。派生: wavy(ウェイヴィ): 波状の / wave goodbye(ウェイヴグッドバイ): 手を振って別れる","ripple(リ́プル): さざ波, billow(ビ́ロウ): 大波",科学・技術,intermediate
way,ウェイ,道・方法,進む経路や手段。例: in this way(この方法で)。,"method(メ́ソッド): 方法, road(ロウド): 道",場所・移動,beginner
we,ウィ́ー,私たちは,"古英語 ""we""。派生: ourselves(アワセ́ルヴズ): 私たち自身","us(ア́ス): 私たちを, our(ア́ワー): 私たちの",言語基本,beginner
weak,Weak,弱い,,,人・社会,intermediate
wear,Wear,着る,,,日常生活,intermediate
weather,Weather,weathする人,,,人・社会,intermediate
website,ウェ́ブサイト,ウェブサイト,インターネット上の関連ページ集合。例: visit a website(サイトを閲覧する)。,"web page(ウェッブペ́イジ): ページ, site(サ́イト): サイト",科学・技術,intermediate
Wednesday,ウェンヅデイ,水曜日,週の3番目の曜日。例: on Wednesday(水曜日に)。,"Tuesday(チュー́ズデイ): 火曜, Thursday(サー́ズデイ): 木曜",時間・数量,beginner
week,ウィーク,週,7日間の期間。例: last week(先週)。,"weekday(ウィークデイ): 平日, weekend(ウィークエンド): 週末",時間・数量,beginner
weekday,ウィークデイ,平日,月曜から金曜までの勤務・通学日。例: on weekdays(平日に)。,"weekend(ウィークエンド): 週末, business day(ビジネスデイ): 営業日",時間・数量,intermediate
weekend,ウィークエンド,週末,土日など休みになる期間。例: on the weekend(週末に)。,"holiday(ホ́リデイ): 休日, day off(デイオフ): 休み",時間・数量,beginner
weight,ウェ́イト,重さ・重量,"古英語 ""wiht""(重さ)。派生: weightless(ウェイトレス): 無重力の / lose weight(ルーズウェイト): 体重を減らす","mass(マ́ス): 質量, load(ロ́ウド): 荷重",時間・数量,intermediate
welcome,Welcome,歓迎する,,,人・社会,intermediate
well,Well,よく,,,人・社会,intermediate
west,ウェスト,西,方角の一つ。例: west side(西側)。,"east(イースト): 東, westward(ウェストワード): 西方へ",人・社会,beginner
what,ワ́ット,何,"古英語 ""hwæt""。派生: whatever(ワットエ́ヴァー): 何でも","which(ウィッチ): どれ, who(フー): 誰",時間・数量,beginner
when,ウェ́ン,いつ,"古英語 ""hwænne""。派生: whenever(ウェネ́ヴァー): いつでも","while(ワイル): 〜する間, then(ゼン): その時",言語基本,beginner
where,ウェ́ア,どこ,"古英語 ""hwær""。派生: wherever(ウェアエ́ヴァー): どこでも","there(ゼア): そこ, here(ヒア): ここ",場所・移動,beginner
which,ウィ́ッチ,どれ・どちら,"古英語 ""hwilc""。派生: whichever(ウィッチエヴァー): どれでも","what(ワット): 何, who(フー): 誰",言語基本,beginner
while,While,〜の間に,,,言語基本,intermediate
white,White,白い,,,人・社会,intermediate
who,フ́ー,誰,"古英語 ""hwa""。派生: whoever(フーエ́ヴァー): 誰でも","whom(フーム): 誰を, whose(フーズ): 誰の",言語基本,beginner
whole,Whole,全体の,,,食・健康,intermediate
whose,フーズ,誰の,所有を尋ねる語。例: Whose bag is this?(これは誰のかばんですか)。,"who(フー): 誰, owner(オ́ウナー): 所有者",言語基本,beginner
