語句,読み,意味,語源等解説,関連語,関連分野,難易度
strawberry,Strawberry,[手動確認必要: strawberry],strawberry の語源情報が必要です。,,中級語彙,中級
street,ストリ́ート,通り,"ラテン語 ""via strata""(舗装された道)。派生: streetcar(ストリ́ートカー): 路面電車 / street light(ストリ́ートライト): 街灯","road(ロ́ウド): 道路, avenue(ア́ヴェニュー): 大通り",交通,初級
strict,ストリ́クト,厳格な,"ラテン語 ""strictus""(きつく締めた)。派生: strictly(ストリ́クトリ): 厳格に / strictness(ストリ́クトネス): 厳格さ","severe(シヴィ́アー): 厳しい, lenient(リ́ーニエント): 寛大な",評価,初級
strong,ストロ́ング,強い,"古英語 ""strang""。派生: strongly(ストロ́ングリ): 強く / strength(ストレ́ングス): 強さ","powerful(パ́ウアフル): 強力な, weak(ウィ́ーク): 弱い",評価,初級
student,ステュ́ーデント,学生,"ラテン語 ""studere""(熱心に取り組む)。派生: studentship(ステュ́ーデントシップ): 奨学金 / college student(コ́リッジステューデント): 大学生","pupil(ピュ́ープル): 生徒, scholar(スコ́ラー): 学者",教育,初級
study,スタ́ディ,勉強する・研究,"ラテン語 ""studium""(熱意)。派生: studying(スタ́ディング): 勉強 / case study(ケ́イススタディ): 事例研究","learn(ラ́ーン): 学ぶ, research(リサ́ーチ): 研究する",学習,初級
stuff,Stuff,[手動確認必要: stuff],stuff の語源情報が必要です。,,中級語彙,中級
subject,サ́ブジェクト,主題・科目,"ラテン語 ""subicere""(下に投げる)。派生: subjective(サブジェ́クティヴ): 主観的な / subject to(サ́ブジェクトトゥ): 〜を受けやすい","topic(ト́ピック): 話題, theme(スィ́ーム): テーマ",概念,初級
subway,Subway,[手動確認必要: subway],subway の語源情報が必要です。,,中級語彙,中級
success,Success,[手動確認必要: success],success の語源情報が必要です。,,中級語彙,中級
successful,Successful,成功した,successful の詳細な語源情報を追加してください。,,中級語彙,中級
such,サ́ッチ,そのような,"古英語 ""swylc""。派生: such as(サ́ッチアズ): 〜のような / such that(サ́ッチザット): 〜するような","like(ラ́イク): 〜のような, similar(シ́ミラー): 似た",限定詞,初級
suddenly,Suddenly,突然,suddenly の詳細な語源情報を追加してください。,,中級語彙,中級
suggest,サジェ́スト,提案する,"ラテン語 ""suggerere""(下から運ぶ)。派生: suggestion(サジェ́スチョン): 提案 / suggestive(サジェ́スティヴ): 示唆的な","propose(プロポ́ウズ): 提案する, recommend(レコメ́ンド): 推薦する",伝達,初級
suggestion,Suggestion,suggestionすること,suggestion の語源情報が必要です。,,名詞,中級
summer,サ́マー,夏,"古英語 ""sumor""。派生: summery(サ́マリ): 夏の / summertime(サ́マータイム): 夏の間","season(シ́ーズン): 季節, winter(ウィ́ンター): 冬",時間,初級
sun,サ́ン,太陽,"古英語 ""sunne""。派生: sunny(サ́ニー): 晴れた / sunshine(サ́ンシャイン): 日光","solar(ソ́ウラー): 太陽の, star(スタ́ー): 星",自然,初級
Sunday,Sunday,[手動確認必要: sunday],Sunday の語源情報が必要です。,,中級語彙,中級
sunny,Sunny,[手動確認必要: sunny],sunny の語源情報が必要です。,,中級語彙,中級
sunrise,Sunrise,[手動確認必要: sunrise],sunrise の語源情報が必要です。,,中級語彙,中級
sunshine,Sunshine,[手動確認必要: sunshine],sunshine の語源情報が必要です。,,中級語彙,中級
super,Super,supする人,super の語源情報が必要です。,,名詞,中級
supermarket,Supermarket,[手動確認必要: supermarket],supermarket の語源情報が必要です。,,中級語彙,中級
support,サポ́ート,支える・支援,"ラテン語 ""supportare""(下から運ぶ)。派生: supporter(サポ́ーター): 支持者 / supporting(サポ́ーティング): 支持する","help(ヘ́ルプ): 助ける, assist(アシ́スト): 援助する",動作,初級
sure,シュ́ア,確信して,"ラテン語 ""securus""(安全な)。派生: surely(シュ́アリ): 確かに / for sure(フォ́ーシュア): 確実に","certain(サ́ートン): 確実な, confident(コ́ンフィデント): 自信のある",評価,初級
surf,Surf,[手動確認必要: surf],surf の語源情報が必要です。,,中級語彙,中級
surprise,サプラ́イズ,驚き・驚かせる,"古フランス語 ""surprendre""(不意をつく)。派生: surprising(サプラ́イジング): 驚くべき / surprised(サプラ́イズド): 驚いた","shock(ショ́ック): 衝撃, amaze(アメ́イズ): びっくりさせる",感情,初級
surprised,Surprised,驚いた,surprised の詳細な語源情報を追加してください。,,中級語彙,中級
surprising,Surprising,[手動確認必要: surprising],surprising の語源情報が必要です。,,中級語彙,中級
surprisingly,Surprisingly,驚くべきことに,surprisingly の詳細な語源情報を追加してください。,,中級語彙,中級
surround,サラ́ウンド,取り囲む,"ラテン語 ""super-""(上に)+""undare""(波打つ)。派生: surrounding(サラ́ウンディング): 周囲の / surroundings(サラ́ウンディングズ): 環境","encircle(エンサ́ークル): 囲む, enclose(エンクロ́ウズ): 囲い込む",動作,初級
survey,Survey,[手動確認必要: survey],survey の語源情報が必要です。,,中級語彙,中級
survive,サヴァ́イヴ,生き残る,"ラテン語 ""supervivere""(上を生きる)。派生: survival(サヴァ́イヴァル): 生存 / survivor(サヴァ́イヴァー): 生存者","live(リ́ヴ): 生きる, endure(エンデュ́アー): 耐え抜く",動作,初級
sweater,Sweater,sweatする人,sweater の語源情報が必要です。,,名詞,中級
sweet,スウィ́ート,甘い,"古英語 ""swete""。派生: sweeten(スウィ́ートン): 甘くする / sweetness(スウィ́ートネス): 甘さ","sugary(シュ́ガリ): 砂糖の, bitter(ビ́ター): 苦い",評価,初級
swim,スウィ́ム,泳ぐ,"古英語 ""swimman""。派生: swimmer(スウィ́マー): 泳ぐ人 / swimming(スウィ́ミング): 水泳","dive(ダ́イヴ): 潜る, float(フロ́ウト): 浮く",動作,初級
swimming,Swimming,[手動確認必要: swimming],swimming の語源情報が必要です。,,中級語彙,中級
symbol,シ́ンボル,象徴・記号,"ギリシャ語 ""symbolon""(しるし)。派生: symbolic(シンボ́リック): 象徴的な / symbolize(シ́ンボライズ): 象徴する","sign(サ́イン): 記号, emblem(エ́ンブレム): 紋章",概念,初級
system,シ́ステム,システム・体系,"ギリシャ語 ""systema""(組み合わせ)。派生: systematic(システマ́ティック): 体系的な / solar system(ソ́ウラーシステム): 太陽系","method(メ́ソッド): 方法, organization(オーガニゼ́イション): 組織",概念,初級
table,テ́イブル,テーブル・表,"ラテン語 ""tabula""(板)。派生: tablecloth(テ́イブルクロス): テーブルクロス / table tennis(テ́イブルテニス): 卓球","desk(デ́スク): 机, chart(チャ́ート): 図表",生活,初級
take,テ́イク,取る・連れて行く,"古ノルド語 ""taka""。派生: taking(テ́イキング): 取ること / take off(テ́イクオフ): 離陸する","get(ゲ́ット): 得る, bring(ブリ́ング): 持ってくる",動作,初級
talk,ト́ーク,話す・話,"中英語 ""talken""。派生: talking(ト́ーキング): 話すこと / talk about(ト́ークアバウト): 〜について話す","speak(スピ́ーク): 話す, chat(チャ́ット): おしゃべりする",伝達,初級
tall,ト́ール,背が高い,"古英語 ""getæl""(速い)。派生: tallness(ト́ールネス): 高さ / tall building(ト́ールビルディング): 高層ビル","high(ハ́イ): 高い, short(ショ́ート): 低い",評価,初級
taste,テ́イスト,味・味わう,"ラテン語 ""taxare""(評価する)。派生: tasty(テ́イスティ): おいしい / taste like(テ́イストライク): 〜のような味がする","flavor(フレ́イヴァー): 風味, savor(セ́イヴァー): 味わう",動作,初級
tax,タ́クス,税金,"ラテン語 ""taxare""(評価する)。派生: taxation(タクセ́イション): 課税 / taxpayer(タ́クスペイアー): 納税者","levy(レ́ヴィ): 課税, duty(デュ́ーティ): 関税",経済,初級
taxi,タ́クシー,タクシー,taximeter cab の短縮形。派生: taxi driver(タ́クシードライヴァー): タクシー運転手 / taxi stand(タ́クシースタンド): タクシー乗り場,"cab(キャ́ブ): タクシー, ride(ラ́イド): 乗車",交通,初級
tea,ティ́ー,お茶,"中国語 ""te""。派生: teacup(ティ́ーカップ): ティーカップ / tea party(ティ́ーパーティ): お茶会","coffee(コ́ーフィ): コーヒー, drink(ドリ́ンク): 飲み物",食べ物,初級
teach,ティ́ーチ,教える,"古英語 ""tæcan""。派生: teacher(ティ́ーチャー): 教師 / teaching(ティ́ーチング): 教えること","instruct(インストラ́クト): 指導する, educate(エ́ジュケイト): 教育する",動作,初級
teacher,Teacher,teachする人,teacher の語源情報が必要です。,,名詞,中級
team,ティ́ーム,チーム,"古英語 ""team""(子孫)。派生: teamwork(ティ́ームワーク): チームワーク / team up(ティ́ームアップ): チームを組む","group(グルー́プ): グループ, crew(クルー́): 乗組員",概念,初級
tear,ティ́アー,涙,"古英語 ""tear""。派生: tearful(ティ́アフル): 涙ぐんだ / in tears(インティ́アーズ): 泣いて","cry(クラ́イ): 泣く, weep(ウィ́ープ): 泣く",人体,初級
technology,テクノ́ロジー,技術,"ギリシャ語 ""tekhnologia""(技術の体系的扱い)。派生: technological(テクノロ́ジカル): 技術的な / high technology(ハ́イテクノロジー): 先端技術","science(サ́イエンス): 科学, innovation(イノヴェ́イション): 革新",科学,初級
telephone,テ́レフォン,電話,"ギリシャ語 ""tele-""(遠く)+""phone""(音)。派生: telephonic(テレフォ́ニック): 電話の / telephone number(テ́レフォンナンバー): 電話番号","phone(フォ́ウン): 電話, call(コ́ール): 電話する",伝達,初級
tell,テ́ル,話す・教える,"古英語 ""tellan""(数える)。派生: telling(テ́リング): 語ること / tell apart(テ́ルアパート): 区別する","say(セ́イ): 言う, inform(インフォ́ーム): 知らせる",伝達,初級
temple,テ́ンプル,寺院,"ラテン語 ""templum""(聖域)。派生: temple gate(テ́ンプルゲイト): 寺の門 / Buddhist temple(ブ́ディストテンプル): 仏教寺院","shrine(シュラ́イン): 神社, church(チャ́ーチ): 教会",文化,初級
ten,テ́ン,10,"古英語 ""tien""。派生: tenth(テ́ンス): 10番目 / ten times(テンタイムズ): 10回","nine(ナイン): 9, eleven(イレヴン): 11, dozen(ダズン): 12",数詞,初級
tennis,テ́ニス,テニス,"古フランス語 ""tenez""(受け取れ)。派生: tennis court(テ́ニスコート): テニスコート / table tennis(テ́イブルテニス): 卓球","sport(スポ́ート): スポーツ, game(ゲ́イム): 試合",スポーツ,初級
tenth,Tenth,[手動確認必要: tenth],tenth の語源情報が必要です。,,中級語彙,中級
terrible,テ́リブル,ひどい・恐ろしい,"ラテン語 ""terribilis""(恐ろしい)。派生: terribly(テ́リブリ): ひどく / terrible accident(テ́リブルアクシデント): ひどい事故","awful(オ́ーフル): ひどい, dreadful(ドレ́ッドフル): 恐ろしい",評価,初級
test,テ́スト,試験・試す,"ラテン語 ""testum""(土器)。派生: testing(テ́スティング): 試験 / test drive(テ́ストドライヴ): 試乗","exam(イグザ́ム): 試験, trial(トラ́イアル): 試し",学習,初級
text,テ́クスト,本文・テキスト,"ラテン語 ""textus""(織物)。派生: textbook(テ́クストブック): 教科書 / text message(テ́クストメッセージ): テキストメッセージ","passage(パ́セージ): 一節, writing(ラ́イティング): 文章",文法,初級
textbook,Textbook,[手動確認必要: textbook],textbook の語源情報が必要です。,,中級語彙,中級
Thailand,Thailand,[手動確認必要: thailand],Thailand の語源情報が必要です。,,中級語彙,中級
than,ザ́ン,〜より,"古英語 ""thanne""。派生: rather than(ラ́ザーザン): 〜よりむしろ / more than(モ́アザン): 〜以上","compared to(コンペ́アドトゥ): 〜と比べて, as(ア́ズ): 〜として",接続詞,初級
thank,サ́ンク,感謝する,"古英語 ""thancian""。派生: thanks(サ́ンクス): ありがとう / thankful(サ́ンクフル): 感謝して","appreciate(アプリ́ーシエイト): 感謝する, grateful(グレ́イトフル): 感謝している",動作,初級
